id,city,month,avg_high_tem,avg_low_tem,extreme_high_tem,extreme_low_tem,avg_air_quality,best_air,best_air_date,worst_air,worst_air_date
2082,宝鸡,2018年10月历史天气,18℃,9℃,25℃,4℃,71,24,10/08,119,10/17
2083,宝鸡,2018年09月历史天气,24℃,16℃,31℃,11℃,22,19,09/25,26,09/01
2084,宝鸡,2018年08月历史天气,32℃,23℃,36℃,20℃,49,26,08/28,73,08/15
2085,宝鸡,2018年07月历史天气,30℃,23℃,36℃,18℃,42,19,07/04,65,07/07
2086,宝鸡,2018年06月历史天气,30℃,19℃,38℃,15℃,47,22,06/27,73,06/01
2087,宝鸡,2018年05月历史天气,26℃,15℃,35℃,8℃,53,23,05/21,84,05/19
2088,宝鸡,2018年04月历史天气,23℃,11℃,31℃,3℃,89,21,04/12,158,04/11
2089,宝鸡,2018年03月历史天气,19℃,7℃,30℃,2℃,77,25,03/26,130,03/10
2090,宝鸡,2018年02月历史天气,9℃,-1℃,22℃,-8℃,112,13,02/23,211,02/09
2091,宝鸡,2018年01月历史天气,3℃,-4℃,11℃,-10℃,173,43,01/17,304,01/01
2092,宝鸡,2017年12月历史天气,8℃,-1℃,13℃,-5℃,152,34,12/18,270,12/28
2093,宝鸡,2017年11月历史天气,12℃,4℃,22℃,0℃,137,0,11/01,274,11/15
2094,宝鸡,2017年10月历史天气,14℃,8℃,21℃,0℃,0,0,10/01,0,10/01
2095,宝鸡,2017年09月历史天气,23℃,16℃,29℃,14℃,0,0,09/01,0,09/01
2096,宝鸡,2017年08月历史天气,28℃,20℃,36℃,13℃,0,0,08/01,0,08/01
2097,宝鸡,2017年07月历史天气,35℃,23℃,40℃,19℃,0,0,07/01,0,07/01
2098,宝鸡,2017年06月历史天气,29℃,18℃,35℃,15℃,0,0,06/01,0,06/01
2099,宝鸡,2017年05月历史天气,27℃,14℃,35℃,9℃,0,0,05/01,0,05/01
2100,宝鸡,2017年04月历史天气,22℃,11℃,29℃,7℃,0,0,04/01,0,04/01
2101,宝鸡,2017年03月历史天气,13℃,4℃,21℃,0℃,0,0,03/01,0,03/01
2102,宝鸡,2017年02月历史天气,10℃,0℃,18℃,-4℃,0,0,02/01,0,02/01
2103,宝鸡,2017年01月历史天气,6℃,-1℃,10℃,-6℃,0,0,01/01,0,01/01
2104,宝鸡,2016年12月历史天气,9℃,0℃,18℃,-4℃,0,0,12/01,0,12/01
2105,宝鸡,2016年11月历史天气,13℃,4℃,22℃,-3℃,0,0,11/01,0,11/01
2106,宝鸡,2016年10月历史天气,17℃,10℃,29℃,3℃,0,0,10/01,0,10/01
2107,宝鸡,2016年09月历史天气,25℃,16℃,34℃,13℃,0,0,09/01,0,09/01
2108,宝鸡,2016年08月历史天气,31℃,22℃,37℃,16℃,0,0,08/01,0,08/01
2109,宝鸡,2016年07月历史天气,31℃,21℃,37℃,17℃,0,0,07/01,0,07/01
2110,宝鸡,2016年06月历史天气,32℃,20℃,37℃,16℃,0,0,06/01,0,06/01
2111,宝鸡,2016年05月历史天气,25℃,14℃,33℃,10℃,0,0,05/01,0,05/01
2112,宝鸡,2016年04月历史天气,23℃,11℃,30℃,7℃,0,0,04/01,0,04/01
2113,宝鸡,2016年03月历史天气,15℃,5℃,25℃,0℃,0,0,03/01,0,03/01
2114,宝鸡,2016年02月历史天气,10℃,0℃,19℃,-7℃,0,0,02/01,0,02/01
2115,宝鸡,2016年01月历史天气,5℃,-3℃,15℃,-11℃,0,0,01/01,0,01/01
2116,宝鸡,2015年12月历史天气,7℃,-1℃,14℃,-5℃,0,0,12/01,0,12/01
2117,宝鸡,2015年11月历史天气,12℃,5℃,16℃,0℃,0,0,11/01,0,11/01
2118,宝鸡,2015年10月历史天气,20℃,10℃,26℃,3℃,0,0,10/01,0,10/01
2119,宝鸡,2015年09月历史天气,24℃,15℃,32℃,10℃,0,0,09/01,0,09/01
2120,宝鸡,2015年08月历史天气,30℃,19℃,37℃,17℃,0,0,08/01,0,08/01
2121,宝鸡,2015年07月历史天气,32℃,21℃,39℃,19℃,0,0,07/01,0,07/01
2122,宝鸡,2015年06月历史天气,28℃,18℃,35℃,14℃,0,0,06/01,0,06/01
2123,宝鸡,2015年05月历史天气,27℃,15℃,33℃,10℃,0,0,05/01,0,05/01
2124,宝鸡,2015年04月历史天气,21℃,10℃,34℃,5℃,0,0,04/01,0,04/01
2125,宝鸡,2015年03月历史天气,15℃,5℃,23℃,0℃,0,0,03/01,0,03/01
2126,宝鸡,2015年02月历史天气,9℃,0℃,18℃,-5℃,0,0,02/01,0,02/01
2127,宝鸡,2015年01月历史天气,7℃,-1℃,13℃,-5℃,0,0,01/01,0,01/01
2128,宝鸡,2014年12月历史天气,6℃,-2℃,15℃,-5℃,0,0,12/01,0,12/01
2129,宝鸡,2014年11月历史天气,12℃,4℃,19℃,1℃,0,0,11/01,0,11/01
2130,宝鸡,2014年10月历史天气,20℃,11℃,26℃,7℃,0,0,10/01,0,10/01
2131,宝鸡,2014年09月历史天气,22℃,16℃,31℃,13℃,0,0,09/01,0,09/01
2132,宝鸡,2014年08月历史天气,29℃,19℃,38℃,17℃,0,0,08/01,0,08/01
2133,宝鸡,2014年07月历史天气,34℃,22℃,39℃,19℃,0,0,07/01,0,07/01
2134,宝鸡,2014年06月历史天气,30℃,19℃,37℃,17℃,0,0,06/01,0,06/01
2135,宝鸡,2014年05月历史天气,26℃,14℃,33℃,9℃,0,0,05/01,0,05/01
2136,宝鸡,2014年04月历史天气,19℃,10℃,27℃,6℃,0,0,04/01,0,04/01
2137,宝鸡,2014年03月历史天气,16℃,5℃,27℃,1℃,0,0,03/01,0,03/01
2138,宝鸡,2014年02月历史天气,5℃,0℃,16℃,-5℃,0,0,02/01,0,02/01
2139,宝鸡,2014年01月历史天气,8℃,-2℃,18℃,-5℃,0,0,01/01,0,01/01
2140,宝鸡,2013年12月历史天气,8℃,-1℃,14℃,-7℃,0,0,12/01,0,12/01
2141,宝鸡,2013年11月历史天气,13℃,3℃,19℃,-2℃,0,0,11/01,0,11/01
2142,宝鸡,2013年10月历史天气,21℃,11℃,28℃,8℃,0,0,10/01,0,10/01
2143,宝鸡,2013年09月历史天气,25℃,17℃,33℃,12℃,0,0,09/01,0,09/01
2144,宝鸡,2013年08月历史天气,31℃,22℃,36℃,17℃,0,0,08/01,0,08/01
2145,宝鸡,2013年07月历史天气,30℃,22℃,35℃,20℃,0,0,07/01,0,07/01
2146,宝鸡,2013年06月历史天气,31℃,19℃,35℃,14℃,0,0,06/01,0,06/01
2147,宝鸡,2013年05月历史天气,26℃,15℃,35℃,12℃,0,0,05/01,0,05/01
2148,宝鸡,2013年04月历史天气,23℃,10℃,32℃,4℃,0,0,04/01,0,04/01
2149,宝鸡,2013年03月历史天气,20℃,7℃,27℃,0℃,0,0,03/01,0,03/01
2150,宝鸡,2013年02月历史天气,9℃,1℃,16℃,-2℃,0,0,02/01,0,02/01
2151,宝鸡,2013年01月历史天气,6℃,-3℃,14℃,-8℃,0,0,01/01,0,01/01
2152,宝鸡,2012年12月历史天气,4℃,-3℃,11℃,-9℃,0,0,12/01,0,12/01
2153,宝鸡,2012年11月历史天气,11℃,2℃,17℃,-1℃,0,0,11/01,0,11/01
2154,宝鸡,2012年10月历史天气,18℃,10℃,23℃,6℃,0,0,10/01,0,10/01
2155,宝鸡,2012年09月历史天气,23℃,14℃,28℃,10℃,0,0,09/01,0,09/01
2156,宝鸡,2012年08月历史天气,28℃,21℃,34℃,18℃,0,0,08/01,0,08/01
2157,宝鸡,2012年07月历史天气,29℃,22℃,36℃,20℃,0,0,07/01,0,07/01
2158,宝鸡,2012年06月历史天气,30℃,20℃,37℃,17℃,0,0,06/01,0,06/01
2159,宝鸡,2012年05月历史天气,25℃,15℃,32℃,11℃,0,0,05/01,0,05/01
2160,宝鸡,2012年04月历史天气,23℃,9℃,29℃,4℃,0,0,04/01,0,04/01
2161,宝鸡,2012年03月历史天气,12℃,3℃,21℃,0℃,0,0,03/01,0,03/01
2162,宝鸡,2012年02月历史天气,5℃,-1℃,11℃,-6℃,0,0,02/01,0,02/01
2163,宝鸡,2012年01月历史天气,3℃,-3℃,8℃,-9℃,0,0,01/01,0,01/01
2164,宝鸡,2011年12月历史天气,5℃,-2℃,10℃,-4℃,0,0,12/01,0,12/01
2165,宝鸡,2011年11月历史天气,12℃,5℃,17℃,2℃,0,0,11/01,0,11/01
2166,宝鸡,2011年10月历史天气,18℃,10℃,25℃,7℃,0,0,10/01,0,10/01
2167,宝鸡,2011年09月历史天气,21℃,14℃,31℃,8℃,0,0,09/01,0,09/01
2168,宝鸡,2011年08月历史天气,28℃,19℃,33℃,16℃,0,0,08/01,0,08/01
2169,宝鸡,2011年07月历史天气,30℃,21℃,36℃,17℃,0,0,07/01,0,07/01
2170,宝鸡,2011年06月历史天气,30℃,19℃,36℃,15℃,0,0,06/01,0,06/01
2171,宝鸡,2011年05月历史天气,26℃,14℃,35℃,10℃,0,0,05/01,0,05/01
2172,宝鸡,2011年04月历史天气,23℃,10℃,33℃,4℃,0,0,04/01,0,04/01
2173,宝鸡,2011年03月历史天气,13℃,2℃,20℃,0℃,0,0,03/01,0,03/01
2174,宝鸡,2011年02月历史天气,9℃,0℃,20℃,-3℃,0,0,02/01,0,02/01
2175,宝鸡,2011年01月历史天气,1℃,-6℃,3℃,-7℃,0,0,01/01,0,01/01
2176,滨州,2022年04月历史天气,22℃,10℃,34℃,4℃,75,17,04/26,134,04/07
2177,滨州,2022年03月历史天气,15℃,3℃,24℃,-3℃,79,21,03/27,138,03/20
2178,滨州,2022年02月历史天气,6℃,-4℃,17℃,-9℃,117,17,02/19,217,02/15
2179,滨州,2022年01月历史天气,3℃,-4℃,9℃,-7℃,132,29,01/19,236,01/09
2180,滨州,2021年12月历史天气,7℃,-3℃,16℃,-11℃,101,18,12/24,185,12/14
2181,滨州,2021年11月历史天气,13℃,2℃,23℃,-5℃,95,10,11/07,180,11/17
2182,滨州,2021年10月历史天气,18℃,9℃,29℃,1℃,107,10,10/06,205,10/30
2183,滨州,2021年09月历史天气,26℃,18℃,31℃,14℃,39,9,09/26,69,09/23
2184,滨州,2021年08月历史天气,29℃,21℃,38℃,17℃,60,11,08/31,109,08/09
2185,滨州,2021年07月历史天气,31℃,23℃,36℃,20℃,45,12,07/29,79,07/06
2186,滨州,2021年06月历史天气,31℃,20℃,37℃,15℃,47,20,06/22,74,06/01
2187,滨州,2021年05月历史天气,25℃,13℃,32℃,5℃,60,13,05/28,108,05/23
2188,滨州,2021年04月历史天气,18℃,7℃,26℃,1℃,177,20,04/01,335,04/16
2189,滨州,2021年03月历史天气,14℃,3℃,23℃,-7℃,265,31,03/01,500,03/15
2190,滨州,2021年02月历史天气,11℃,-1℃,25℃,-8℃,121,18,02/28,224,02/11
2191,滨州,2021年01月历史天气,4℃,-7℃,13℃,-18℃,138,38,01/10,239,01/25
2192,滨州,2020年12月历史天气,3℃,-5℃,11℃,-13℃,182,38,12/13,326,12/27
2193,滨州,2020年11月历史天气,13℃,2℃,23℃,-4℃,117,16,11/18,218,11/14
2194,滨州,2020年10月历史天气,19℃,7℃,24℃,2℃,95,41,10/05,149,10/26
2195,滨州,2020年09月历史天气,27℃,17℃,32℃,13℃,62,16,09/11,109,09/05
2196,滨州,2020年08月历史天气,29℃,22℃,34℃,17℃,59,13,08/13,105,08/11
2197,滨州,2020年07月历史天气,29℃,21℃,33℃,20℃,74,27,07/18,121,07/29
2198,滨州,2020年06月历史天气,30℃,20℃,36℃,16℃,72,20,06/24,124,06/02
2199,滨州,2020年05月历史天气,26℃,14℃,34℃,10℃,100,34,05/08,167,05/13
2200,滨州,2020年04月历史天气,19℃,7℃,34℃,0℃,94,32,04/01,156,04/29
2201,滨州,2020年03月历史天气,16℃,3℃,26℃,-4℃,261,23,03/26,500,03/18
2202,滨州,2020年02月历史天气,9℃,-1℃,19℃,-7℃,97,17,02/14,178,02/08
2203,滨州,2020年01月历史天气,4℃,-3℃,10℃,-7℃,173,27,01/30,319,01/04
2204,滨州,2019年12月历史天气,5℃,-2℃,11℃,-9℃,155,28,12/14,282,12/10
2205,滨州,2019年11月历史天气,12℃,4℃,21℃,-2℃,119,20,11/27,218,11/09
2206,滨州,2019年10月历史天气,20℃,10℃,30℃,5℃,115,14,10/04,216,10/19
2207,滨州,2019年09月历史天气,28℃,18℃,34℃,13℃,59,28,09/10,91,09/29
2208,滨州,2019年08月历史天气,29℃,21℃,33℃,18℃,40,10,08/10,70,08/09
2209,滨州,2019年07月历史天气,32℃,23℃,38℃,19℃,58,20,07/29,97,07/31
2210,滨州,2019年06月历史天气,31℃,21℃,36℃,16℃,63,22,06/16,105,06/17
2211,滨州,2019年05月历史天气,28℃,15℃,38℃,6℃,100,31,05/17,170,05/12
2212,滨州,2019年04月历史天气,20℃,8℃,30℃,2℃,99,22,04/09,176,04/12
2213,滨州,2019年03月历史天气,16℃,3℃,25℃,-3℃,139,30,03/28,248,03/01
2214,滨州,2019年02月历史天气,6℃,-3℃,14℃,-7℃,143,29,02/09,258,02/04
2215,滨州,2019年01月历史天气,4℃,-5℃,10℃,-10℃,173,30,01/19,317,01/12
2216,滨州,2018年12月历史天气,4℃,-5℃,13℃,-12℃,126,23,12/26,230,12/16
2217,滨州,2018年11月历史天气,13℃,3℃,20℃,-1℃,209,18,11/18,400,11/28
2218,滨州,2018年10月历史天气,20℃,7℃,27℃,2℃,80,33,10/29,128,10/22
2219,滨州,2018年09月历史天气,26℃,16℃,31℃,11℃,49,45,09/25,54,09/01
2220,滨州,2018年08月历史天气,31℃,23℃,36℃,19℃,68,34,08/04,102,08/07
2221,滨州,2018年07月历史天气,32℃,24℃,36℃,21℃,73,12,07/23,135,07/15
2222,滨州,2018年06月历史天气,31℃,20℃,37℃,15℃,67,19,06/25,115,06/18
2223,滨州,2018年05月历史天气,26℃,14℃,34℃,9℃,73,0,05/30,146,05/26
2224,滨州,2018年04月历史天气,22℃,9℃,32℃,2℃,160,18,04/04,302,04/13
2225,滨州,2018年03月历史天气,16℃,2℃,28℃,-6℃,148,14,03/04,283,03/11
2226,滨州,2018年02月历史天气,6℃,-5℃,16℃,-12℃,110,18,02/05,202,02/17
2227,滨州,2018年01月历史天气,2℃,-7℃,8℃,-14℃,168,18,01/28,319,01/17
2228,滨州,2017年12月历史天气,6℃,-5℃,12℃,-9℃,138,15,12/07,262,12/30
2229,滨州,2017年11月历史天气,12℃,0℃,21℃,-7℃,92,0,11/01,184,11/25
2230,滨州,2017年10月历史天气,17℃,8℃,24℃,0℃,0,0,10/01,0,10/01
2231,滨州,2017年09月历史天气,29℃,17℃,33℃,10℃,0,0,09/01,0,09/01
2232,滨州,2017年08月历史天气,30℃,22℃,36℃,15℃,0,0,08/01,0,08/01
2233,滨州,2017年07月历史天气,32℃,24℃,39℃,22℃,0,0,07/01,0,07/01
2234,滨州,2017年06月历史天气,31℃,18℃,36℃,13℃,0,0,06/01,0,06/01
2235,滨州,2017年05月历史天气,29℃,15℃,37℃,11℃,0,0,05/01,0,05/01
2236,滨州,2017年04月历史天气,22℃,9℃,31℃,4℃,0,0,04/01,0,04/01
2237,滨州,2017年03月历史天气,14℃,1℃,20℃,-5℃,0,0,03/01,0,03/01
2238,滨州,2017年02月历史天气,8℃,-3℃,18℃,-7℃,0,0,02/01,0,02/01
2239,滨州,2017年01月历史天气,4℃,-5℃,11℃,-10℃,0,0,01/01,0,01/01
2240,滨州,2016年12月历史天气,6℃,-3℃,13℃,-7℃,0,0,12/01,0,12/01
2241,滨州,2016年11月历史天气,12℃,1℃,21℃,-7℃,0,0,11/01,0,11/01
2242,滨州,2016年10月历史天气,20℃,10℃,31℃,-2℃,0,0,10/01,0,10/01
2243,滨州,2016年09月历史天气,28℃,17℃,32℃,10℃,0,0,09/01,0,09/01
2244,滨州,2016年08月历史天气,30℃,22℃,34℃,16℃,0,0,08/01,0,08/01
2245,滨州,2016年07月历史天气,31℃,23℃,36℃,19℃,0,0,07/01,0,07/01
2246,滨州,2016年06月历史天气,30℃,19℃,35℃,14℃,0,0,06/01,0,06/01
2247,滨州,2016年05月历史天气,26℃,14℃,34℃,8℃,0,0,05/01,0,05/01
2248,滨州,2016年04月历史天气,23℃,10℃,32℃,3℃,0,0,04/01,0,04/01
2249,滨州,2016年03月历史天气,16℃,3℃,25℃,-4℃,0,0,03/01,0,03/01
2250,滨州,2016年02月历史天气,7℃,-3℃,16℃,-10℃,0,0,02/01,0,02/01
2251,滨州,2016年01月历史天气,1℃,-8℃,11℃,-18℃,0,0,01/01,0,01/01
2252,滨州,2015年12月历史天气,5℃,-3℃,11℃,-7℃,0,0,12/01,0,12/01
2253,滨州,2015年11月历史天气,9℃,2℃,21℃,-10℃,0,0,11/01,0,11/01
2254,滨州,2015年10月历史天气,21℃,9℃,28℃,-1℃,0,0,10/01,0,10/01
2255,滨州,2015年09月历史天气,26℃,16℃,29℃,11℃,0,0,09/01,0,09/01
2256,滨州,2015年08月历史天气,30℃,21℃,34℃,18℃,0,0,08/01,0,08/01
2257,滨州,2015年07月历史天气,32℃,22℃,38℃,18℃,0,0,07/01,0,07/01
2258,滨州,2015年06月历史天气,30℃,19℃,36℃,16℃,0,0,06/01,0,06/01
2259,滨州,2015年05月历史天气,27℃,14℃,33℃,10℃,0,0,05/01,0,05/01
2260,滨州,2015年04月历史天气,20℃,7℃,30℃,-1℃,0,0,04/01,0,04/01
2261,滨州,2015年03月历史天气,15℃,1℃,26℃,-5℃,0,0,03/01,0,03/01
2262,滨州,2015年02月历史天气,7℃,-3℃,18℃,-8℃,0,0,02/01,0,02/01
2263,滨州,2015年01月历史天气,5℃,-5℃,12℃,-9℃,0,0,01/01,0,01/01
2264,滨州,2014年12月历史天气,5℃,-5℃,11℃,-9℃,0,0,12/01,0,12/01
2265,滨州,2014年11月历史天气,12℃,2℃,19℃,-4℃,0,0,11/01,0,11/01
2266,滨州,2014年10月历史天气,21℃,9℃,28℃,3℃,0,0,10/01,0,10/01
2267,滨州,2014年09月历史天气,25℃,16℃,30℃,11℃,0,0,09/01,0,09/01
2268,滨州,2014年08月历史天气,30℃,20℃,34℃,18℃,0,0,08/01,0,08/01
2269,滨州,2014年07月历史天气,32℃,22℃,38℃,19℃,0,0,07/01,0,07/01
2270,滨州,2014年06月历史天气,29℃,19℃,33℃,15℃,0,0,06/01,0,06/01
2271,滨州,2014年05月历史天气,29℃,15℃,39℃,6℃,0,0,05/01,0,05/01
2272,滨州,2014年04月历史天气,22℃,10℃,28℃,4℃,0,0,04/01,0,04/01
2273,滨州,2014年03月历史天气,17℃,3℃,27℃,-3℃,0,0,03/01,0,03/01
2274,滨州,2014年02月历史天气,6℃,-2℃,16℃,-10℃,0,0,02/01,0,02/01
2275,滨州,2014年01月历史天气,6℃,-4℃,13℃,-9℃,0,0,01/01,0,01/01
2276,滨州,2013年12月历史天气,6℃,-5℃,14℃,-10℃,0,0,12/01,0,12/01
2277,滨州,2013年11月历史天气,12℃,1℃,20℃,-6℃,0,0,11/01,0,11/01
2278,滨州,2013年10月历史天气,21℃,9℃,29℃,3℃,0,0,10/01,0,10/01
2279,滨州,2013年09月历史天气,28℃,17℃,33℃,10℃,0,0,09/01,0,09/01
2280,滨州,2013年08月历史天气,32℃,23℃,36℃,14℃,0,0,08/01,0,08/01
2281,滨州,2013年07月历史天气,31℃,23℃,36℃,21℃,0,0,07/01,0,07/01
2282,滨州,2013年06月历史天气,30℃,20℃,36℃,13℃,0,0,06/01,0,06/01
2283,滨州,2013年05月历史天气,27℃,14℃,34℃,8℃,0,0,05/01,0,05/01
2284,滨州,2013年04月历史天气,18℃,6℃,28℃,0℃,0,0,04/01,0,04/01
2285,滨州,2013年03月历史天气,13℃,1℃,24℃,-5℃,0,0,03/01,0,03/01
2286,滨州,2013年02月历史天气,4℃,-3℃,14℃,-12℃,0,0,02/01,0,02/01
2287,滨州,2013年01月历史天气,1℃,-7℃,6℃,-15℃,0,0,01/01,0,01/01
2288,滨州,2012年12月历史天气,1℃,-5℃,8℃,-14℃,0,0,12/01,0,12/01
2289,滨州,2012年11月历史天气,10℃,0℃,20℃,-5℃,0,0,11/01,0,11/01
2290,滨州,2012年10月历史天气,21℃,9℃,27℃,2℃,0,0,10/01,0,10/01
2291,滨州,2012年09月历史天气,25℃,15℃,31℃,9℃,0,0,09/01,0,09/01
2292,滨州,2012年08月历史天气,28℃,21℃,33℃,16℃,0,0,08/01,0,08/01
2293,滨州,2012年07月历史天气,31℃,23℃,35℃,20℃,0,0,07/01,0,07/01
2294,滨州,2012年06月历史天气,31℃,20℃,36℃,16℃,0,0,06/01,0,06/01
2295,滨州,2012年05月历史天气,28℃,16℃,34℃,13℃,0,0,05/01,0,05/01
2296,滨州,2012年04月历史天气,23℃,10℃,28℃,7℃,0,0,04/01,0,04/01
2297,滨州,2012年03月历史天气,11℃,0℃,22℃,-4℃,0,0,03/01,0,03/01
2298,滨州,2012年02月历史天气,5℃,-6℃,13℃,-12℃,0,0,02/01,0,02/01
2299,滨州,2012年01月历史天气,2℃,-7℃,6℃,-13℃,0,0,01/01,0,01/01
2300,滨州,2011年12月历史天气,3℃,-4℃,8℃,-9℃,0,0,12/01,0,12/01
2301,滨州,2011年11月历史天气,12℃,3℃,20℃,-5℃,0,0,11/01,0,11/01
2302,滨州,2011年10月历史天气,20℃,9℃,27℃,4℃,0,0,10/01,0,10/01
2303,滨州,2011年09月历史天气,24℃,14℃,29℃,9℃,0,0,09/01,0,09/01
2304,滨州,2011年08月历史天气,28℃,21℃,33℃,18℃,0,0,08/01,0,08/01
2305,滨州,2011年07月历史天气,31℃,23℃,35℃,21℃,0,0,07/01,0,07/01
2306,滨州,2011年06月历史天气,31℃,21℃,35℃,18℃,0,0,06/01,0,06/01
2307,滨州,2011年05月历史天气,25℃,14℃,32℃,11℃,0,0,05/01,0,05/01
2308,滨州,2011年04月历史天气,20℃,7℃,30℃,0℃,0,0,04/01,0,04/01
2309,滨州,2011年03月历史天气,13℃,1℃,23℃,-6℃,0,0,03/01,0,03/01
2310,滨州,2011年02月历史天气,6℃,-4℃,17℃,-11℃,0,0,02/01,0,02/01
2311,滨州,2011年01月历史天气,1℃,-8℃,7℃,-10℃,0,0,01/01,0,01/01
2312,白银,2022年04月历史天气,18℃,5℃,28℃,-1℃,125,19,04/15,231,04/27
2313,白银,2022年03月历史天气,15℃,2℃,24℃,-5℃,121,24,03/31,219,03/06
2314,白银,2022年02月历史天气,1℃,-9℃,9℃,-16℃,59,24,02/18,95,02/09
2315,白银,2022年01月历史天气,2℃,-9℃,8℃,-14℃,84,26,01/28,142,01/24
2316,白银,2021年12月历史天气,3℃,-8℃,16℃,-15℃,66,23,12/11,109,12/09
2317,白银,2021年11月历史天气,7℃,-5℃,18℃,-10℃,69,24,11/08,114,11/26
2318,白银,2021年10月历史天气,14℃,4℃,34℃,0℃,45,18,10/16,73,10/14
2319,白银,2021年09月历史天气,23℃,12℃,29℃,9℃,38,13,09/15,63,09/07
2320,白银,2021年08月历史天气,26℃,15℃,33℃,10℃,28,12,08/27,45,08/10
2321,白银,2021年07月历史天气,30℃,18℃,35℃,13℃,22,12,07/16,32,07/06
2322,白银,2021年06月历史天气,26℃,15℃,33℃,8℃,49,13,06/03,86,06/09
2323,白银,2021年05月历史天气,23℃,10℃,33℃,3℃,126,10,05/14,242,05/07
2324,白银,2021年04月历史天气,14℃,4℃,24℃,0℃,219,23,04/01,416,04/29
2325,白银,2021年03月历史天气,13℃,0℃,21℃,-7℃,262,25,03/31,500,03/15
2326,白银,2021年02月历史天气,9℃,-5℃,24℃,-15℃,66,26,02/15,106,02/11
2327,白银,2021年01月历史天气,0℃,-12℃,8℃,-21℃,147,24,01/04,271,01/27
2328,白银,2020年12月历史天气,0℃,-10℃,7℃,-22℃,114,20,12/17,209,12/11
2329,白银,2020年11月历史天气,8℃,-2℃,21℃,-11℃,164,22,11/21,307,11/05
2330,白银,2020年10月历史天气,13℃,4℃,22℃,-1℃,194,24,10/13,364,10/10
2331,白银,2020年09月历史天气,20℃,10℃,26℃,6℃,56,14,09/20,99,09/23
2332,白银,2020年08月历史天气,24℃,15℃,33℃,8℃,49,15,08/19,84,08/25
2333,白银,2020年07月历史天气,26℃,16℃,33℃,14℃,54,22,07/18,86,07/02
2334,白银,2020年06月历史天气,26℃,14℃,31℃,10℃,88,24,06/25,153,06/27
2335,白银,2020年05月历史天气,23℃,9℃,30℃,2℃,264,28,05/26,500,05/22
2336,白银,2020年04月历史天气,17℃,3℃,28℃,0℃,85,28,04/01,142,04/19
2337,白银,2020年03月历史天气,11℃,0℃,19℃,-6℃,269,39,03/02,500,03/25
2338,白银,2020年02月历史天气,6℃,-6℃,15℃,-14℃,85,25,02/01,146,02/13
2339,白银,2020年01月历史天气,1℃,-8℃,6℃,-12℃,89,32,01/12,146,01/03
2340,白银,2019年12月历史天气,2℃,-8℃,8℃,-13℃,69,28,12/16,111,12/09
2341,白银,2019年11月历史天气,7℃,-2℃,14℃,-9℃,104,20,11/05,188,11/16
2342,白银,2019年10月历史天气,14℃,4℃,25℃,-1℃,61,14,10/15,108,10/28
2343,白银,2019年09月历史天气,21℃,11℃,27℃,8℃,53,19,09/16,87,09/07
2344,白银,2019年08月历史天气,26℃,16℃,33℃,12℃,48,19,08/23,78,08/19
2345,白银,2019年07月历史天气,26℃,15℃,34℃,11℃,74,23,07/08,126,07/27
2346,白银,2019年06月历史天气,24℃,13℃,30℃,10℃,44,19,06/19,69,06/01
2347,白银,2019年05月历史天气,20℃,8℃,30℃,2℃,215,7,05/07,424,05/15
2348,白银,2019年04月历史天气,21℃,6℃,30℃,1℃,201,3,04/08,400,04/26
2349,白银,2019年03月历史天气,11℃,0℃,17℃,-4℃,87,26,03/07,148,03/27
